#OTU	Sp11	Sp12	Sp13	Sp21	Sp22	Sp23	Su11	Su12	Su13	Su21	Su22	Su23	Au11	Au12	Au13	Au21	Au22	Au23	Wi11	Wi12	Wi13	Wi21	Wi22	Wi23
Otu10	11	460	2002	47	10	287	2	14	14	12	9	20	21	148	282	20	45	1042	119	12	105	268	47	86
Otu100	243	131	95	149	124	145	113	82	263	116	106	166	120	149	94	158	124	130	122	170	104	320	151	173
Otu1000	0	0	3	0	0	0	0	19	2	0	0	2	1	1	3	0	0	0	0	2	10	0	0	0
Otu1001	3	0	2	5	14	14	3	0	2	10	6	4	1	3	1	3	2	5	0	5	4	0	3	4
Otu1002	0	1	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
Otu1003	2	3	1	8	3	13	0	4	8	2	12	4	1	8	14	10	4	4	0	5	8	0	8	6
Otu1005	9	16	7	9	12	6	8	4	20	5	7	16	7	10	16	8	8	4	5	12	10	0	9	4
Otu1006	1	0	0	8	0	4	2	2	0	3	7	0	0	4	0	7	5	7	11	0	2	10	3	16
Otu1008	10	20	15	14	10	25	16	18	12	12	14	11	22	9	17	14	13	9	16	27	14	2	14	13
Otu1009	6	28	41	3	4	14	7	5	14	3	12	45	5	17	22	7	31	43	5	12	15	21	15	12
Otu101	1	13	129	0	0	1	0	80	0	0	0	11	0	9	40	0	0	0	0	5	118	0	2	8
Otu1010	6	41	14	6	0	8	8	12	7	3	7	2	4	12	14	13	12	15	8	22	20	11	14	17
Otu1011	58	26	25	18	4	13	4	14	7	0	2	11	13	20	19	4	5	18	5	7	17	31	11	8
Otu1012	16	7	11	0	6	4	10	16	5	9	5	11	9	7	18	1	3	0	3	12	16	27	2	4
Otu1013	0	2	0	0	0	0	0	0	0	0	0	0	1	11	8	3	0	0	11	0	0	8	0	2
Otu1014	19	3	6	12	14	10	2	4	3	9	5	4	22	4	10	13	10	11	11	7	6	7	12	19
Otu1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Otu1016	0	0	1	0	1	0	0	0	0	0	2	4	0	5	0	0	0	0	5	10	4	2	6	72
Otu1017	12	3	1	8	10	11	8	11	5	14	5	2	14	3	2	7	0	7	16	2	2	4	9	4
Otu1018	17	4	3	12	18	6	13	4	7	7	2	7	10	2	0	6	8	5	3	0	0	20	8	8
Otu1019	78	56	26	30	30	19	30	25	89	24	33	63	59	49	23	41	15	11	41	89	10	53	21	17
Otu1020	4	3	0	2	4	0	3	5	2	5	5	2	14	5	3	3	0	0	22	5	14	4	3	4
Otu1021	10	10	4	5	6	10	17	7	7	7	0	4	7	9	8	13	3	2	8	10	13	38	9	15
Otu1022	2	1	5	3	12	1	5	23	2	3	2	4	7	4	0	14	4	2	22	0	15	15	3	0
Otu1023	31	16	17	14	10	17	20	38	19	20	5	22	16	37	16	17	16	22	19	34	68	36	16	40
Otu1024	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	11	0	0	0	0	0	29	5	0
Otu1025	4	3	0	6	1	0	0	11	2	0	0	0	1	2	0	3	0	0	0	0	4	10	2	8
Otu1026	0	3	3	3	1	6	0	2	8	9	0	11	4	1	1	1	2	2	0	7	0	0	5	4
Otu1027	4	1	9	2	4	3	5	7	0	2	0	2	13	16	8	8	7	5	27	15	19	4	2	6
Otu1028	0	1	1	0	4	0	3	2	25	0	2	4	2	1	2	0	5	0	0	2	23	0	2	8
Otu1029	0	7	2	2	0	10	0	0	0	0	0	0	0	4	3	0	0	0	0	2	7	0	0	2
Otu103	166	62	35	59	51	134	166	37	238	138	92	162	137	83	93	149	109	74	45	94	49	4	133	113
Otu1030	1	3	10	12	3	8	3	5	24	9	2	2	3	4	12	7	20	13	0	17	2	0	8	4
Otu1031	9	14	3	2	4	13	5	9	16	15	9	27	15	19	12	14	12	4	0	7	8	2	9	3
Otu1032	9	3	3	8	8	13	10	9	8	15	2	16	3	3	4	17	2	11	3	2	0	2	4	13
Otu1034	10	4	1	2	4	4	7	0	8	12	12	9	4	11	1	7	5	9	8	5	2	0	7	15
Otu1035	2	4	11	2	1	3	2	12	3	2	0	0	11	9	13	3	3	14	14	30	17	17	6	12
Otu1036	0	1	1	0	12	4	0	0	2	9	5	4	0	1	2	14	0	0	0	2	0	0	5	2
Otu1037	1	2	0	11	18	0	3	7	0	3	7	0	5	5	2	1	0	0	8	0	0	8	3	0
Otu1038	6	1	0	0	0	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	0
Otu1039	2	3	1	0	1	4	5	0	2	3	5	0	5	3	0	8	8	0	0	5	2	4	3	2
Otu104	11	5	15	12	10	19	3	43	20	32	7	16	82	26	36	56	33	18	232	94	63	505	59	132
Otu1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0
Otu1041	1	0	0	2	25	4	0	0	0	27	14	16	7	0	0	15	2	0	33	0	0	10	0	8
Otu1042	0	2	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	5	15	8	9	6
Otu1043	3	11	6	0	8	7	0	2	10	10	21	4	0	4	9	4	18	24	3	7	2	0	23	15
Otu1044	3	3	5	8	7	11	7	12	10	5	14	7	6	15	16	6	15	5	35	12	2	26	32	19
Otu1045	1	3	7	2	1	8	0	4	14	0	0	4	4	5	16	1	3	7	0	2	8	2	3	4
Otu1046	10	5	4	0	1	4	0	2	2	0	5	4	4	8	12	6	2	2	8	2	8	4	3	6
Otu1047	10	1	1	6	0	6	3	0	2	10	5	7	2	9	5	14	8	5	5	2	6	0	6	8
Otu1048	4	0	0	3	10	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	2	0	0
Otu1049	27	20	18	19	19	49	27	5	34	84	51	43	27	44	25	56	51	40	22	20	21	19	37	51
Otu105	122	86	52	91	282	249	66	37	170	137	177	87	75	86	68	234	129	71	132	96	44	31	108	139
Otu1050	16	9	3	3	14	2	12	7	5	9	5	2	19	7	7	4	8	4	0	2	2	2	5	10
Otu1051	9	7	7	6	14	13	22	9	10	29	12	18	10	9	16	13	20	4	8	5	12	0	6	10
Otu1052	0	0	11	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu1053	8	1	3	7	3	0	7	4	0	0	0	2	17	2	0	0	0	2	0	0	0	0	0	0
Otu1054	4	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	10	0	0	0
Otu1055	6	2	3	5	7	17	3	4	5	12	14	13	1	7	8	8	7	16	7	5	4	6	8	23
Otu1056	3	6	9	6	6	7	2	21	5	9	2	9	1	4	5	13	12	4	3	2	8	2	8	15
Otu1057	13	7	11	6	1	4	8	21	3	0	2	11	11	7	14	0	0	5	3	32	20	2	9	8
Otu1058	5	3	7	2	4	6	5	5	14	3	0	7	1	9	6	1	2	7	0	10	2	0	3	4
Otu1059	2	0	0	2	0	3	0	0	2	17	5	4	1	0	0	1	0	0	0	2	0	0	3	4
Otu106	0	0	0	0	66	1	0	0	0	118	0	0	1	0	7	3	0	0	78	5	0	8	0	0
Otu1060	4	2	0	0	10	8	3	0	2	3	16	2	3	1	5	3	18	0	0	2	0	2	2	0
Otu1063	22	16	17	23	29	25	8	25	44	22	45	20	40	38	22	64	41	28	82	17	10	58	41	46
Otu1064	2	3	3	0	0	10	0	5	8	2	5	0	0	5	1	0	2	2	0	0	2	0	2	4
Otu1065	21	1	3	5	59	13	10	7	2	12	31	11	10	0	5	10	5	7	30	5	10	6	2	4
Otu1066	1	2	1	0	0	6	10	0	0	7	0	9	1	1	3	7	8	5	11	0	0	4	6	6
Otu1067	2	23	21	3	3	1	15	11	2	2	0	7	3	9	21	4	2	4	14	12	37	9	17	17
Otu1068	3	1	1	2	1	3	2	11	2	2	5	4	1	4	3	7	3	0	5	7	4	25	5	6
Otu1069	8	0	0	2	19	3	15	0	0	2	19	2	15	8	0	0	0	0	3	0	0	0	0	0
Otu107	0	48	152	0	1	18	0	0	2	2	0	0	0	51	5	0	5	103	71	0	2	164	2	35
Otu1070	2	0	3	5	0	4	13	22	19	3	0	9	4	23	9	3	3	4	0	22	2	12	6	6
Otu1071	20	11	3	11	10	11	25	2	15	5	14	11	16	12	3	1	13	4	5	5	8	19	5	12
Otu1072	2	9	26	0	4	14	0	14	3	0	0	2	0	12	38	0	0	20	3	2	14	0	12	19
Otu1074	2	10	2	2	3	1	0	9	20	2	9	11	7	5	6	3	2	2	0	5	6	2	3	4
Otu1075	3	5	9	8	7	7	8	35	0	9	12	7	4	3	15	7	16	16	14	2	14	12	9	13
Otu1076	4	6	3	0	0	0	7	2	12	0	0	4	10	2	13	0	0	0	3	5	14	0	0	2
Otu1077	0	3	2	0	0	1	0	5	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	2
Otu1078	2	2	1	2	3	4	4	2	0	2	2	0	1	5	3	6	0	4	0	2	0	0	3	6
Otu1079	0	9	3	0	0	0	0	19	14	0	0	11	2	3	8	1	5	0	0	0	12	0	1	8
Otu108	63	106	45	124	145	201	199	51	151	300	323	213	69	79	59	159	197	38	65	96	60	31	82	67
Otu1083	0	0	0	0	0	0	0	0	2	0	0	2	5	2	0	0	0	0	8	0	0	0	0	0
Otu1084	6	12	4	3	12	8	13	12	8	2	16	13	16	13	15	1	5	5	5	15	21	0	8	6
Otu1085	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1086	2	3	6	2	0	6	0	14	7	5	0	0	1	4	5	1	6	0	0	0	29	2	10	17
Otu1087	5	1	1	0	4	0	0	0	0	0	0	0	0	2	2	0	3	2	3	7	0	0	0	0
Otu1088	2	0	1	0	0	0	7	2	0	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0
Otu1089	9	3	2	5	10	1	9	5	2	2	2	0	4	2	2	0	0	2	5	0	2	0	0	0
Otu109	28	1	0	9	12	0	27	30	0	60	2	13	64	4	1	162	0	0	22	0	2	0	5	0
Otu1091	3	9	4	2	12	8	5	0	0	6	2	11	6	5	2	4	8	11	3	7	0	0	8	8
Otu1092	2	5	9	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	2
Otu1094	7	3	6	5	8	11	8	9	19	14	9	7	2	5	13	6	7	9	5	7	6	4	11	15
Otu1096	0	3	0	0	1	0	0	2	2	2	0	4	0	2	5	0	0	4	0	0	0	0	2	0
Otu1097	10	8	3	2	3	3	3	0	0	0	7	0	7	1	1	1	10	0	0	7	0	0	6	0
Otu1098	2	2	0	6	0	6	0	0	2	22	5	4	1	0	0	1	3	0	0	5	12	0	3	0
Otu1099	8	13	9	0	11	13	8	9	15	21	9	13	13	12	10	20	14	31	14	7	2	6	16	12
Otu11	96	759	250	165	58	77	351	156	30	103	16	476	125	65	124	20	5	41	533	1088	176	84	207	61
Otu110	0	1	10	0	0	0	0	75	0	0	0	22	0	1	22	0	0	2	0	0	36	0	0	0
Otu1100	11	3	2	5	0	3	2	0	7	19	2	9	2	7	2	10	5	2	3	2	2	3	3	13
Otu1101	3	7	2	2	4	0	5	5	3	0	2	4	11	5	11	3	2	2	3	10	2	4	0	6
Otu1102	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0
Otu1104	20	0	3	2	6	0	5	14	3	12	2	2	19	2	3	27	2	2	0	0	2	8	3	3
Otu1105	25	9	14	3	12	11	16	21	20	12	5	11	19	20	29	10	2	7	27	42	27	4	28	15
Otu1106	4	3	3	5	1	4	0	12	5	3	2	9	1	2	6	7	7	5	0	2	15	0	6	4
Otu1107	2	1	2	3	3	3	14	0	2	9	0	2	4	4	2	3	7	9	5	0	0	0	15	4
Otu1108	37	27	17	9	10	21	38	19	39	36	16	47	17	26	20	33	20	18	8	32	21	2	28	25
Otu1109	5	0	11	2	4	1	0	0	2	3	0	2	13	6	3	1	2	7	5	10	0	0	2	12
Otu1110	13	7	16	11	11	11	9	7	33	17	12	18	18	20	18	25	10	14	8	20	19	0	6	10
Otu1112	4	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
Otu1113	1	2	2	3	0	1	2	9	0	2	0	0	1	1	2	0	2	2	0	5	14	0	5	0
Otu1114	0	3	2	0	3	4	0	4	5	3	0	4	0	3	8	10	12	4	3	2	6	4	14	14
Otu1115	0	3	3	2	0	1	2	4	3	0	5	2	0	4	3	0	2	0	0	2	31	12	2	10
Otu1116	4	3	2	3	1	3	10	0	14	3	5	9	6	5	3	6	2	0	5	5	10	2	6	0
Otu1118	3	3	4	16	7	10	0	7	3	3	2	11	4	2	4	4	8	29	0	2	4	6	2	0
Otu1119	0	8	2	2	0	0	0	19	3	0	0	9	1	2	8	0	2	0	0	2	10	8	0	0
Otu112	24	55	44	11	4	29	10	9	66	46	9	63	12	29	39	18	66	135	22	47	14	406	31	35
Otu1121	11	15	19	6	28	6	8	22	15	12	0	27	7	9	10	6	3	7	5	10	26	0	11	23
Otu1122	13	0	0	0	19	0	5	38	0	2	5	0	4	2	0	1	0	0	0	0	0	0	0	0
Otu1123	0	1	4	8	1	7	0	0	0	0	0	2	0	0	6	4	5	29	8	2	6	0	3	6
Otu1124	13	10	6	8	8	11	5	2	29	28	24	18	2	10	10	10	12	2	49	12	15	35	28	46
Otu1125	1	3	3	0	0	0	0	32	0	0	0	2	1	3	6	0	0	2	0	2	10	0	2	6
Otu1127	2	3	8	0	0	6	3	13	5	0	2	22	2	5	15	3	2	24	3	10	10	0	2	6
Otu1128	2	1	1	0	0	0	0	0	0	2	2	2	4	2	5	1	0	0	0	5	5	0	3	4
Otu1129	6	11	5	0	4	17	9	14	14	15	12	7	8	12	12	31	21	9	0	5	8	0	15	10
Otu113	77	3	8	22	4	39	43	4	59	65	14	47	6	17	8	35	28	13	5	12	23	272	14	56
Otu1130	7	4	2	0	0	3	0	9	3	7	2	4	1	12	8	9	5	7	11	7	0	0	0	2
Otu1131	4	10	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0
Otu1132	1	1	2	2	0	6	0	0	3	2	2	4	2	10	7	1	3	0	0	2	5	0	14	10
Otu1133	3	0	0	3	0	0	0	0	5	0	0	0	1	0	0	0	0	2	3	0	0	2	0	0
Otu1134	2	10	4	2	0	0	0	5	3	0	2	2	1	0	2	0	2	0	0	5	2	6	9	6
Otu1135	4	9	8	2	3	3	8	9	2	5	2	2	4	9	3	11	3	4	14	10	2	2	2	2
Otu1136	10	9	6	5	12	4	10	7	17	0	0	2	10	12	12	3	2	0	5	10	8	2	5	2
Otu1137	4	13	7	8	3	3	3	14	2	3	2	2	0	6	8	1	2	2	5	7	17	0	6	17
Otu1138	8	0	0	0	0	0	5	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu1139	11	0	0	0	3	0	3	0	0	0	2	0	8	0	0	7	0	0	0	0	0	0	0	0
Otu114	79	94	81	50	94	74	83	65	79	39	59	27	96	147	116	114	109	129	92	111	65	36	73	94
Otu1140	19	4	0	11	10	10	8	5	8	14	2	0	28	10	4	11	0	4	28	20	8	17	15	4
Otu1141	5	3	9	0	6	4	5	14	5	7	9	2	15	7	10	4	8	11	5	7	4	6	3	1
Otu1143	9	6	15	3	30	4	18	11	7	5	19	2	7	6	13	7	5	14	11	2	17	0	7	8
Otu1144	13	9	15	6	3	4	12	16	3	11	2	9	5	12	18	0	2	9	8	27	16	0	6	15
Otu1145	11	12	9	2	1	10	20	12	20	7	7	25	11	7	10	3	5	4	26	5	4	12	8	12
Otu1146	0	0	1	0	0	0	0	7	0	0	0	0	0	2	8	1	0	2	0	2	37	0	4	0
Otu1147	2	12	3	0	0	0	0	18	0	0	7	0	1	3	1	1	2	4	3	0	2	3	2	0
Otu1148	2	6	22	0	4	1	5	21	0	0	2	4	2	24	21	0	5	2	5	27	40	0	5	25
Otu1149	0	2	7	7	1	0	5	5	5	0	0	9	11	5	4	0	0	2	0	2	2	0	2	0
Otu115	33	78	84	59	19	54	12	31	12	17	21	25	8	39	52	36	100	110	46	49	101	21	60	227
Otu1150	0	1	0	2	19	6	0	0	2	5	9	4	4	2	3	4	0	0	5	2	4	13	5	4
Otu1151	11	10	3	4	6	11	12	21	5	19	2	7	6	11	11	17	3	6	33	12	4	10	6	10
Otu1152	2	1	2	2	1	13	2	16	24	5	9	4	13	11	14	13	7	10	11	5	4	56	18	10
Otu1153	2	3	1	0	1	14	0	0	7	9	7	13	0	2	3	1	23	2	0	2	0	2	6	2
Otu1154	49	12	11	26	39	24	35	2	36	21	24	13	46	18	8	11	8	9	16	5	6	6	5	10
Otu1156	7	3	3	3	12	7	21	2	0	38	6	9	19	9	0	31	16	13	14	2	0	2	6	13
Otu1157	3	0	0	12	7	10	7	0	0	7	4	2	4	1	0	16	10	7	8	0	0	6	8	2
Otu1158	2	3	9	12	6	4	5	2	12	3	5	16	17	7	8	3	7	5	3	12	0	2	17	5
Otu1159	6	4	4	0	14	6	17	9	3	9	2	18	11	16	4	4	5	5	19	7	4	6	20	12
Otu116	0	12	14	0	76	13	3	5	0	0	31	0	0	7	8	6	37	31	3	7	8	0	20	8
Otu1160	22	7	4	4	7	17	22	0	25	26	15	22	23	12	9	18	3	16	22	12	0	0	6	38
Otu1161	12	7	4	6	15	8	13	14	27	14	26	7	22	15	33	28	28	4	40	7	40	58	15	45
Otu1162	10	12	5	2	4	13	15	18	7	10	7	20	7	12	16	9	8	21	22	22	11	26	9	11
Otu1163	0	23	6	2	0	39	0	0	2	2	6	0	1	5	17	7	10	45	8	0	6	27	6	20
Otu1164	2	1	14	3	0	1	5	23	7	0	0	0	6	6	28	0	0	5	0	7	17	0	0	2
Otu1166	25	15	12	2	3	6	5	26	7	2	2	12	9	8	16	3	3	5	44	49	21	15	32	13
Otu1167	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	2
Otu1168	3	11	4	0	0	4	3	7	12	3	7	4	7	7	8	3	3	2	16	12	19	2	5	12
Otu1169	10	1	0	3	4	3	1	0	0	2	0	0	10	2	1	4	2	0	3	0	0	0	0	0
Otu1170	3	1	3	5	3	6	2	2	2	10	2	13	0	4	8	1	0	2	0	17	44	0	6	6
Otu1171	3	0	3	0	0	4	3	2	20	3	2	9	2	10	5	4	3	4	0	2	6	0	4	2
Otu1172	2	14	9	0	1	8	7	5	5	0	4	11	10	11	12	0	7	7	5	10	12	6	5	6
Otu1173	2	4	2	0	3	6	2	0	0	3	0	0	3	1	1	7	0	9	0	2	0	0	3	0
Otu1174	2	2	3	2	0	6	0	4	3	2	5	7	0	6	3	1	0	2	3	2	6	0	6	6
Otu1176	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
Otu1178	10	9	18	5	3	4	12	8	10	0	2	0	13	15	17	1	5	2	3	17	33	0	9	15
Otu118	35	331	291	36	28	54	90	387	70	59	80	402	53	144	216	20	61	97	160	192	119	62	112	12
Otu1180	3	7	1	6	8	8	10	0	2	10	7	2	4	5	5	3	5	4	11	5	0	10	15	12
Otu1181	22	26	34	21	21	60	18	19	32	31	7	31	38	62	56	21	16	31	8	42	48	13	23	19
Otu1183	3	1	1	0	3	0	2	0	0	0	0	4	8	3	3	6	0	2	19	5	8	2	2	2
Otu1184	6	0	0	2	8	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu1185	1	1	1	3	4	7	0	0	2	3	7	0	2	2	1	13	3	4	0	0	0	0	9	6
Otu1186	0	2	0	5	0	3	0	0	0	0	0	0	0	3	2	0	3	0	0	0	6	0	0	4
Otu1187	2	2	2	0	0	0	2	2	10	0	0	4	0	1	3	0	1	0	0	2	12	0	2	6
Otu1188	8	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
Otu119	9	12	13	35	3	75	70	9	144	59	12	63	52	86	80	10	179	660	11	0	19	0	0	19
Otu1190	3	8	7	3	10	3	7	4	0	10	2	7	7	7	1	11	2	2	11	7	2	12	14	2
Otu1191	1	2	1	0	3	6	5	0	5	5	0	4	4	0	0	7	2	0	0	2	0	6	0	0
Otu1192	0	2	2	0	6	0	7	0	8	0	0	9	1	1	3	0	0	0	0	2	0	0	0	2
Otu1195	0	0	0	0	73	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1196	9	20	24	6	18	17	33	22	56	26	33	20	22	27	20	18	30	45	33	27	15	9	17	33
Otu1197	0	0	0	0	0	0	0	2	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0
Otu1198	2	1	1	2	1	1	2	5	2	2	0	0	4	6	4	0	5	0	5	5	12	16	2	0
Otu1199	4	13	23	5	0	6	2	28	22	5	0	7	4	32	24	6	8	5	14	20	31	6	11	4
Otu12	1143	1320	1380	504	932	455	923	2248	498	802	444	1311	1213	935	1440	494	601	369	616	1256	634	53	892	86
Otu120	17	128	53	11	0	13	38	23	42	15	9	36	23	36	54	6	24	118	33	20	17	12	5	11
Otu1200	20	8	10	0	10	4	2	11	7	5	14	7	7	11	13	20	11	13	10	20	6	4	14	13
Otu1201	6	1	0	2	32	3	8	0	0	15	9	2	5	2	0	28	0	2	14	0	0	10	5	10
Otu1202	14	2	2	2	14	10	8	7	3	15	7	13	10	9	10	10	7	2	8	2	15	4	3	10
Otu1203	0	5	5	0	3	1	0	11	3	0	2	4	2	5	9	3	0	7	5	5	31	4	6	6
Otu1204	10	3	3	3	29	8	15	0	5	12	5	4	9	2	5	7	0	2	3	12	6	0	2	13
Otu1205	2	2	1	2	4	6	3	0	8	7	0	4	1	2	2	5	5	9	3	0	2	0	9	4
Otu1206	1	6	7	2	0	0	2	20	0	0	0	2	1	1	10	0	0	4	27	12	2	6	8	6
Otu1207	18	6	4	5	7	14	8	7	24	28	0	16	7	6	9	24	2	11	3	0	10	8	5	4
Otu1208	2	1	3	3	1	4	0	0	2	2	2	2	1	3	3	1	2	4	3	7	2	2	11	13
Otu1209	10	3	6	0	1	8	13	11	5	2	2	4	10	9	2	10	2	4	5	7	4	6	9	6
Otu121	75	18	17	38	43	91	32	12	44	69	80	58	3	23	32	39	56	34	14	15	32	82	64	61
Otu1210	64	28	27	17	30	13	38	34	66	36	26	47	63	36	33	27	18	36	41	39	66	12	37	38
Otu1211	29	7	3	11	14	4	15	4	12	18	5	7	25	17	3	20	12	11	16	15	0	0	9	15
Otu1212	3	9	4	0	1	10	22	28	15	17	5	7	5	12	11	15	8	7	0	10	26	13	16	19
Otu1213	6	1	3	0	8	6	0	4	24	9	5	9	5	8	6	11	2	5	14	7	2	0	8	4
Otu1214	7	5	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	2	0	0	2
Otu1215	5	10	7	11	3	10	8	7	17	14	14	16	10	7	10	3	7	16	16	17	19	2	11	10
Otu1217	6	4	7	2	1	8	7	3	7	17	2	11	5	2	9	0	5	7	14	7	10	27	11	16
Otu1218	3	0	2	0	0	1	0	2	2	0	0	0	4	1	2	0	2	0	14	5	4	19	6	2
Otu1219	4	5	7	15	6	7	7	9	12	29	5	20	7	15	5	4	8	9	8	10	19	2	8	6
Otu122	46	14	18	73	22	60	61	2	56	50	47	47	45	60	15	133	26	80	38	7	21	35	20	40
Otu1220	11	34	7	11	14	12	22	16	25	24	25	22	10	19	24	25	26	5	16	12	39	13	23	19
Otu1221	0	1	0	0	0	0	0	2	0	0	2	11	0	0	3	0	0	7	0	0	0	0	3	0
Otu1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
Otu1223	2	2	2	0	5	6	0	4	5	0	2	9	1	4	4	0	2	2	0	0	4	8	5	8
Otu1224	0	0	1	1	0	0	0	0	0	0	0	0	0	1	6	0	0	0	11	20	14	10	15	8
Otu1225	4	10	5	0	3	3	8	23	3	0	5	2	4	12	3	1	0	7	14	10	4	10	3	0
Otu1226	20	10	6	8	15	8	18	11	32	19	12	9	13	20	10	14	10	10	14	5	4	29	9	4
Otu1227	7	0	0	2	10	4	3	0	0	5	5	4	1	2	0	8	0	0	3	0	0	0	3	2
Otu1228	11	9	3	6	6	8	7	11	7	12	14	9	13	2	9	10	8	11	10	10	21	4	18	19
Otu1229	2	2	3	2	3	0	10	4	2	3	2	0	7	2	2	4	5	2	5	7	0	2	2	4
Otu123	178	108	82	114	127	254	190	87	269	283	255	230	126	152	119	367	344	176	120	130	124	143	164	173
Otu1230	10	5	8	0	0	3	3	2	0	2	0	0	7	3	13	4	3	11	3	0	15	0	2	14
Otu1231	4	0	0	0	7	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0
Otu1232	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	8	0	0	7	0	0	5	0
Otu1233	6	7	3	0	0	6	5	0	5	5	0	4	11	2	8	10	8	7	0	5	0	0	5	23
Otu1234	4	3	3	2	8	8	2	0	25	9	7	2	8	9	3	7	12	5	0	7	0	0	2	2
Otu1235	6	0	0	1	8	0	2	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0
Otu1236	8	11	6	5	15	3	20	0	0	2	5	0	1	4	0	0	2	4	8	5	0	6	9	4
Otu1237	22	11	3	6	8	8	5	0	8	15	12	9	5	4	6	14	10	5	3	5	4	0	6	8
Otu1238	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Otu1239	0	0	0	2	21	0	0	0	0	7	2	0	25	0	0	25	0	0	0	0	0	0	0	0
Otu124	45	64	70	59	50	134	27	19	52	76	44	96	39	114	61	51	86	72	79	94	76	59	89	73
Otu1240	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	11	0	0	0	0	0	4	0	0
Otu1241	6	1	2	8	6	4	0	4	3	5	2	4	7	7	4	3	3	2	3	10	4	2	3	6
Otu1242	2	1	3	0	1	1	3	0	0	0	5	0	0	1	1	0	5	9	0	2	0	0	2	4
Otu1243	21	12	9	14	7	32	8	2	33	5	7	16	4	15	4	7	8	25	3	12	17	10	32	10
Otu1244	3	13	24	5	6	8	0	0	0	2	2	0	2	4	10	0	16	42	8	0	8	8	3	4
Otu1245	5	0	0	8	12	1	5	39	0	10	2	2	4	1	0	0	0	0	5	0	4	4	2	0
Otu1247	3	3	6	5	3	13	0	0	2	7	7	0	1	2	4	5	8	4	3	0	0	0	6	6
Otu1249	9	0	8	2	0	0	0	2	0	2	5	2	0	1	1	0	2	0	0	2	6	0	2	0
Otu125	227	109	42	101	122	182	138	23	323	287	148	262	153	137	81	391	145	129	100	98	31	17	174	166
Otu1250	4	1	2	2	1	0	0	4	3	0	0	2	7	2	3	1	2	0	3	2	0	0	3	0
Otu1251	2	2	0	0	4	7	3	0	8	26	0	9	1	2	0	10	3	16	3	2	4	0	11	8
Otu1253	5	3	2	6	3	0	13	21	17	3	7	7	2	2	10	8	0	4	14	0	0	29	2	6
Otu1254	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0
Otu1255	1	2	1	0	0	6	2	0	2	0	0	2	10	2	2	0	0	7	0	5	4	2	0	0
Otu1256	1	3	1	0	0	0	7	0	5	0	0	0	1	1	1	1	0	0	0	0	2	8	0	4
Otu1257	15	7	8	6	4	0	7	12	10	2	0	7	15	1	8	0	0	0	0	15	23	0	5	6
Otu1258	1	0	0	6	1	1	0	0	0	5	2	0	0	0	0	6	12	4	0	0	0	0	11	0
Otu1259	3	3	0	0	10	1	10	0	0	2	7	2	7	0	2	3	5	5	19	2	2	12	6	8
Otu126	3	8	43	5	1	0	7	21	0	0	0	4	9	5	10	0	0	0	0	30	15	0	2	2
Otu1260	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0
